filepath,label,original_source_path,source_dataset,source_url,license_or_usage_note,width,height,sha256
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-025.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-025.png,ICL_Dataset,,Academic use only,2130,1420,e143c10937345c80a54293820ac38657a54649481fc219c53d2c168a65122a2c
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-026.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-026.png,ICL_Dataset,,Academic use only,2130,1420,cfc9819abc3f28a501e5d4942699cf3aaee106af438ec4e2d4329984970cfa06
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-027.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-027.png,ICL_Dataset,,Academic use only,2130,1420,e7e15642daead720a3d662847b429a9d427ec089fc4851abc97322c5ae77a603
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-028.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-028.png,ICL_Dataset,,Academic use only,2130,1420,78a7ca3e2bd2dd458ae0d7fa45ae40ff09f7b1726d11ca161df33cd35ee81acc
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-029.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-029.png,ICL_Dataset,,Academic use only,2130,1420,bd9349447c7089d9de767b0f1b987c096260f001fd32e094046662c135bc4d13
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-030.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-030.png,ICL_Dataset,,Academic use only,2130,1420,83bc9ff610c66b310bf01502c62d40902b969dc20d23892659b09caf9fbc7aad
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-031.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-031.png,ICL_Dataset,,Academic use only,2130,1420,15eb34462ec933225c2dcda64443b223e8ad08b121740ca1df2ed214338d1054
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-032.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-032.png,ICL_Dataset,,Academic use only,2130,1420,ff9017e9b9c7b6083d5823aa944459ab7048ae0f0a848e839153a8cf328a7c4f
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-033.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-033.png,ICL_Dataset,,Academic use only,2130,1420,5054878c8e6c9f98d4de024ac4d14040d3e90d188764495aefcdf984946c7d0c
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D40-034.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D40-034.png,ICL_Dataset,,Academic use only,2130,1420,3bee606f5e66e635751c092a9d5acda64850ab6f934fc0d2d03df6fb82b8b929
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-050.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-050.png,ICL_Dataset,,Academic use only,2130,1420,d453dbd2372c9c0e2959aec3dc02d3d17ab45222fe3d94a60eb5a9c18fd5067a
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-051.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-051.png,ICL_Dataset,,Academic use only,2130,1420,79edc082adedf27de027385f9d4101f9cf6e897b52b4578163f2ec9c96e32b23
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-052.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-052.png,ICL_Dataset,,Academic use only,2130,1420,e475bffdaab575f5cca2f6a9fdcf961f8f5a63d3fdb6543c5816ae7c00efc4d2
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-053.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-053.png,ICL_Dataset,,Academic use only,2130,1420,4da965ac21e4af19f01295111ecf58cd0f45076d68fd11acac7ba98a8079ccc8
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-054.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-054.png,ICL_Dataset,,Academic use only,2130,1420,2a6cd2d24127f522cb42f03493c2aa1412a81e17b1a63668345bd7d431e8f60d
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-055.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-055.png,ICL_Dataset,,Academic use only,2130,1420,2399dbb99d5bc4ce82b2e86601c1b2841511c6d497305ee19c6dffc98c3e15c3
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-056.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-056.png,ICL_Dataset,,Academic use only,2130,1420,ccb156d4c6174766bff442e27db7cfdcd9660916ebab524ea522ef17b19bbbaf
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-057.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-057.png,ICL_Dataset,,Academic use only,2130,1420,bacccb1bdbc7e0394a38fa9ebd4a638aff7629e70b6be118333a3cf48dc20032
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-058.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-058.png,ICL_Dataset,,Academic use only,2130,1420,230186c1f29cdf3e35364e715dbb58317ebd943615963ee3c742c8cc3a3ba809
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-059.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-059.png,ICL_Dataset,,Academic use only,2130,1420,7a34571223841182788d3376e1b9e70612d9dd69b932645932296d854c541c0d
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-060.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-060.png,ICL_Dataset,,Academic use only,2130,1420,65565c2b6554c74a69667cf87b40a0c02024e27c874fc943709eaae975de6f10
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-061.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-061.png,ICL_Dataset,,Academic use only,2130,1420,9443fc7703a45a88ab179ab6a2e4f9001c6b65185cf2253b6660390b5ed09d80
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-062.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-062.png,ICL_Dataset,,Academic use only,2130,1420,cb6809d6ba771edb374b1bd613f86c9b081d816e01e437287d5e134c2f4b012f
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-063.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-063.png,ICL_Dataset,,Academic use only,2130,1420,ede0712ef13b5697334beefc8579a2471f50c1c66d6b0564b8fb66885b8baa44
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-064.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-064.png,ICL_Dataset,,Academic use only,2130,1420,a57077c580f9800f837de0c1420e4cefe7e9b4439f8c0371286749ca6e6401fc
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-065.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-065.png,ICL_Dataset,,Academic use only,2130,1420,94991936eb6f0d10b576229c6dc1e454e9ed5592a49a635bc1001ee3f10f3eac
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-066.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-066.png,ICL_Dataset,,Academic use only,2130,1420,4da23910ff14fbfd3f2fe6017456ede3c9679e9e02655edc8199099f5d4c099f
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-067.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-067.png,ICL_Dataset,,Academic use only,2130,1420,002236765997a0d424bb85801e45efa5c910b4e853d1e5c7a7b8fc70bad0ae3b
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-068.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-068.png,ICL_Dataset,,Academic use only,2130,1420,9dd83b3944cdce847743cc884c3fb3ee27cd8d4014fc0c9ef2dc902bc11ebd2c
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%D70S-069.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%D70S-069.png,ICL_Dataset,,Academic use only,2130,1420,0dfa99b12cfd9de32f988452694b03f1ca45f5f3c1e86c67af9b036fa2f781b2
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-085.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-085.png,ICL_Dataset,,Academic use only,2130,1420,0e83ee6f7ca68ecdf83af09bfaa654948a01e3fd8e5b69221eb409132723ca8c
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-086.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-086.png,ICL_Dataset,,Academic use only,2130,1420,ccdec2b386310911dcca191cfb60f2621835e5c4c3b981ce7b8c30efd174619b
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-087.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-087.png,ICL_Dataset,,Academic use only,2130,1420,4f1d69cbf9d685114171c3789a33d9032da677d8b72780610dd580a5ce18d828
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-088.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-088.png,ICL_Dataset,,Academic use only,2130,1420,53666c4eb45be3bafa8557af0628931b96b092cbc74376d83e2ecdfe4505b616
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-089.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-089.png,ICL_Dataset,,Academic use only,2130,1420,b811072317291628da8eee181d9d68dc1170b11e40eb19ee1b91dfce14a44f91
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-090.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-090.png,ICL_Dataset,,Academic use only,2130,1420,45e37150bc8c4cee01f24012ea09b672d0e7830637af0d41c1712dbc32c61af1
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-091.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-091.png,ICL_Dataset,,Academic use only,2130,1420,ea61f968483599e6e5d3145b9a755371e1259d6b977f0eae0f23b1ffaf7e5e9b
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-092.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-092.png,ICL_Dataset,,Academic use only,2130,1420,88a9ebf8ef5d7929d668a6cd7351157a3fd54f71d39293886841081582277831
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-093.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-093.png,ICL_Dataset,,Academic use only,2130,1420,c5809ff8effa9ff206b806e4616ddc505945e2617f80c13aa461e155c0b73744
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-094.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-094.png,ICL_Dataset,,Academic use only,2130,1420,2582c485aa24bbcb2a8126b417235d96859ad284b54a5ab51a78b2f2ae5430e6
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-095.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-095.png,ICL_Dataset,,Academic use only,2130,1420,4933ece77bd84130710e6b5e09b2a6252afbebd726b6f566404f548131325896
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-096.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-096.png,ICL_Dataset,,Academic use only,2130,1420,9d5b88d8de594b57ba22c2b015455a20b84d5887a97be431996afba3597b254e
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-097.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-097.png,ICL_Dataset,,Academic use only,2130,1420,3638837f1533cfedca5425d1b13222d594347029ceb23631ed53505e6999b6fd
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-098.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-098.png,ICL_Dataset,,Academic use only,2130,1420,f2b6721b0d6bcb59f875fb906572daace04063f2c81ab5b0089a1652d56a7484
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-099.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-099.png,ICL_Dataset,,Academic use only,2130,1420,390947f6761933735669290b4063347046297070a966498233f1d3ce385ceb22
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-100.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-100.png,ICL_Dataset,,Academic use only,2130,1420,7bda9d5644a126dcd7392bd393b9773f68929be109332beb9ff3aba1f4faba55
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-101.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-101.png,ICL_Dataset,,Academic use only,2130,1420,2e7b2350ebef447cd08e643def6547f839600f35ab43de2c875cce67ef92281e
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-102.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-102.png,ICL_Dataset,,Academic use only,2130,1420,ed4594247291117ab73914681c50e38bc2f31e43efe9de403eddcb8266524892
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-103.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-103.png,ICL_Dataset,,Academic use only,2130,1420,18af2d0944c83233b5d6a2abda2a6bcdd7877335c3a3dbe5e4abe95dfb403f24
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EOS600D-104.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EOS600D-104.png,ICL_Dataset,,Academic use only,2130,1420,aba17eac75a9be54e8ebf98dbf7c1138e9c916693ecb8818005585be9e664320
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EPM2-120.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EPM2-120.png,ICL_Dataset,,Academic use only,1898,1420,67100178d9c9cbc43d25f04e85b4d5097f28ecbd1c962d39711e8cc9046fb38a
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EPM2-121.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EPM2-121.png,ICL_Dataset,,Academic use only,1898,1420,182bd2b80d9b4765c215543f6946a5c58f21f2264f07630acb601ef4d2fde32f
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%EOS600D%EA232WMI%EPM2-122.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\600D\DS-05-R%EOS600D%EA232WMI%EPM2-122.png,ICL_Dataset,,Academic use only,1898,1420,ccff8abacc6f0e037effa8ae6fb314574a34dc7e57a956a6ac3a26b04171156a
